user_id,user_location
241,Tel Aviv
242,Kibuts Gesher
243,Kibuts Gesher
244,Jerusalem
245,Jerusalem
246,Jerusalem
247,Tel Aviv
248,Tel Aviv
249,Jerusalem
250,Eilat
251,Jerusalem
252,Tel Aviv
253,Tel Aviv
254,Jerusalem
255,Tel Aviv
256,Jerusalem
257,Tel Aviv
258,Eilat
259,Jerusalem
260,Jerusalem
261,Jerusalem
262,Jerusalem
263,Tel Aviv
264,Kibuts Gesher
265,Eilat
266,Eilat
267,Jerusalem
268,Kibuts Gesher
269,Tel Aviv
270,Jerusalem
271,Tel Aviv
272,Haifa
273,Tel Aviv
274,Tel Aviv
275,Jerusalem
276,Tel Aviv
277,Tel Aviv
278,Jerusalem
279,Jerusalem
280,Tel Aviv
281,Tel Aviv
282,Jerusalem
283,Eilat
284,Haifa
285,Tel Aviv
286,Jerusalem
287,Haifa
288,Eilat
289,Haifa
290,Eilat
291,Jerusalem
292,Eilat
293,Tel Aviv
294,Jerusalem
295,Kibuts Gesher
296,Tel Aviv
297,Jerusalem
298,Haifa
299,Jerusalem
300,Jerusalem
301,Haifa
302,Jerusalem
303,Jerusalem
304,Tel Aviv
305,Haifa
306,Haifa
307,Tel Aviv
308,Tel Aviv
309,Eilat
310,Haifa
311,Tel Aviv
312,Jerusalem
313,Tel Aviv
314,Jerusalem
315,Jerusalem
316,Jerusalem
317,Haifa
318,Haifa
319,Tel Aviv
320,Jerusalem
321,Tel Aviv
322,Eilat
323,Jerusalem
324,Jerusalem
325,Jerusalem
326,Jerusalem
327,Jerusalem
328,Eilat
329,Eilat
330,Jerusalem
331,Tel Aviv
332,Tel Aviv
333,Jerusalem
334,Tel Aviv
335,Eilat
336,Tel Aviv
337,Jerusalem
338,Tel Aviv
339,Jerusalem
340,Kibuts Gesher
341,Tel Aviv
342,Kibuts Gesher
343,Haifa
344,Kibuts Gesher
345,Jerusalem
346,Jerusalem
347,Eilat
348,Kibuts Gesher
349,Haifa
350,Jerusalem
351,Tel Aviv
352,Jerusalem
353,Haifa
354,Haifa
355,Haifa
356,Eilat
357,Haifa
358,Tel Aviv
359,Eilat
360,Tel Aviv
361,Tel Aviv
362,Tel Aviv
363,Jerusalem
364,Jerusalem
365,Tel Aviv
366,Tel Aviv
367,Haifa
368,Haifa
369,Jerusalem
370,Jerusalem
371,Eilat
372,Eilat
373,Haifa
374,Haifa
375,Jerusalem
376,Tel Aviv
377,Haifa
378,Haifa
379,Jerusalem
380,Jerusalem
381,Haifa
382,Haifa
383,Haifa
384,Tel Aviv
385,Eilat
386,Haifa
387,Eilat
388,Haifa
389,Jerusalem
390,Eilat
391,Eilat
392,Tel Aviv
393,Eilat
394,Jerusalem
395,Jerusalem
396,Eilat
397,Eilat
398,Tel Aviv
399,Jerusalem
400,Tel Aviv
401,Eilat
402,Tel Aviv
403,Tel Aviv
404,Kibuts Gesher
405,Jerusalem
406,Eilat
407,Kibuts Gesher
408,Tel Aviv
409,Haifa
410,Eilat
411,Haifa
412,Jerusalem
413,Jerusalem
414,Jerusalem
415,Kibuts Gesher
416,Haifa
417,Jerusalem
418,Haifa
419,Kibuts Gesher
420,Eilat
421,Eilat
422,Kibuts Gesher
423,Eilat
424,Tel Aviv
425,Tel Aviv
426,Jerusalem
427,Jerusalem
428,Haifa
429,Eilat
430,Haifa
431,Tel Aviv
432,Eilat
433,Jerusalem
434,Jerusalem
435,Tel Aviv
436,Haifa
437,Tel Aviv
438,Eilat
439,Jerusalem
440,Haifa
441,Haifa
442,Jerusalem
443,Haifa
444,Tel Aviv
445,Jerusalem
446,Eilat
447,Eilat
448,Haifa
449,Eilat
450,Haifa
451,Tel Aviv
452,Eilat
453,Jerusalem
454,Jerusalem
455,Haifa
456,Jerusalem
457,Jerusalem
458,Eilat
459,Jerusalem
460,Jerusalem
461,Haifa
462,Jerusalem
463,Tel Aviv
464,Jerusalem
465,Tel Aviv
466,Tel Aviv
467,Tel Aviv
468,Kibuts Gesher
469,Jerusalem
470,Haifa
471,Haifa
472,Tel Aviv
473,Tel Aviv
474,Haifa
475,Eilat
476,Eilat
477,Jerusalem
478,Jerusalem
479,Haifa
480,Jerusalem
481,Eilat
482,Eilat
483,Tel Aviv
484,Eilat
485,Haifa
486,Tel Aviv
487,Eilat
488,Eilat
489,Tel Aviv
490,Jerusalem
491,Tel Aviv
492,Kibuts Gesher
493,Eilat
494,Jerusalem
495,Haifa
496,Haifa
497,Jerusalem
498,Haifa
499,Tel Aviv
500,Haifa
501,Tel Aviv
502,Tel Aviv
503,Haifa
504,Tel Aviv
505,Haifa
506,Kibuts Gesher
507,Haifa
508,Eilat
509,Haifa
510,Eilat
511,Jerusalem
512,Jerusalem
513,Jerusalem
514,Haifa
515,Haifa
516,Jerusalem
517,Eilat
518,Haifa
519,Jerusalem
520,Eilat
521,Haifa
522,Jerusalem
523,Jerusalem
524,Jerusalem
525,Eilat
526,Haifa
527,Tel Aviv
528,Eilat
529,Jerusalem
530,Jerusalem
531,Tel Aviv
532,Tel Aviv
533,Jerusalem
534,Haifa
535,Haifa
536,Eilat
537,Jerusalem
538,Eilat
539,Haifa
540,Haifa
541,Tel Aviv
542,Haifa
543,Haifa
544,Tel Aviv
545,Jerusalem
546,Kibuts Gesher
547,Jerusalem
548,Eilat
549,Haifa
550,Tel Aviv
551,Jerusalem
552,Tel Aviv
553,Jerusalem
554,Eilat
555,Haifa
556,Haifa
557,Eilat
558,Jerusalem
559,Haifa
560,Tel Aviv
561,Tel Aviv
562,Jerusalem
563,Tel Aviv
564,Kibuts Gesher
565,Tel Aviv
566,Tel Aviv
567,Tel Aviv
568,Tel Aviv
569,Eilat
570,Kibuts Gesher
571,Eilat
572,Haifa
573,Jerusalem
574,Jerusalem
575,Jerusalem
576,Jerusalem
577,Tel Aviv
578,Tel Aviv
579,Jerusalem
580,Tel Aviv
581,Tel Aviv
582,Jerusalem
583,Jerusalem
584,Tel Aviv
585,Haifa
586,Eilat
587,Kibuts Gesher
588,Tel Aviv
589,Eilat
590,Jerusalem
591,Jerusalem
592,Jerusalem
593,Tel Aviv
594,Eilat
595,Tel Aviv
596,Tel Aviv
597,Tel Aviv
598,Tel Aviv
599,Tel Aviv
600,Eilat
601,Tel Aviv
602,Jerusalem
603,Tel Aviv
604,Haifa
605,Jerusalem
606,Tel Aviv
607,Jerusalem
608,Jerusalem
609,Eilat
610,Jerusalem
611,Jerusalem
612,Tel Aviv
613,Tel Aviv
614,Eilat
615,Tel Aviv
616,Jerusalem
617,Jerusalem
618,Tel Aviv
619,Tel Aviv
620,Eilat
621,Haifa
622,Eilat
623,Jerusalem
624,Jerusalem
625,Tel Aviv
626,Jerusalem
627,Jerusalem
628,Eilat
629,Jerusalem
630,Tel Aviv
631,Jerusalem
632,Jerusalem
633,Jerusalem
634,Tel Aviv
635,Haifa
636,Haifa
637,Kibuts Gesher
638,Jerusalem
639,Haifa
640,Jerusalem
641,Kibuts Gesher
642,Eilat
643,Jerusalem
644,Eilat
645,Tel Aviv
646,Kibuts Gesher
647,Eilat
648,Tel Aviv
649,Tel Aviv
650,Jerusalem
651,Haifa
652,Eilat
653,Jerusalem
654,Tel Aviv
655,Tel Aviv
656,Jerusalem
657,Eilat
658,Eilat
659,Tel Aviv
660,Haifa
661,Haifa
662,Jerusalem
663,Haifa
664,Tel Aviv
665,Jerusalem
666,Jerusalem
667,Eilat
668,Jerusalem
669,Eilat
670,Tel Aviv
671,Haifa
672,Jerusalem
673,Tel Aviv
674,Jerusalem
675,Eilat
676,Tel Aviv
677,Jerusalem
678,Tel Aviv
679,Jerusalem
680,Tel Aviv
681,Eilat
682,Haifa
683,Eilat
684,Jerusalem
685,Jerusalem
686,Jerusalem
687,Haifa
688,Jerusalem
689,Jerusalem
690,Eilat
691,Haifa
692,Haifa
693,Jerusalem
694,Tel Aviv
695,Tel Aviv
696,Eilat
697,Tel Aviv
698,Tel Aviv
699,Eilat
700,Haifa
701,Tel Aviv
702,Eilat
703,Jerusalem
704,Tel Aviv
705,Haifa
706,Haifa
707,Tel Aviv
708,Kibuts Gesher
709,Haifa
710,Jerusalem
711,Kibuts Gesher
712,Tel Aviv
713,Kibuts Gesher
714,Kibuts Gesher
715,Haifa
716,Eilat
717,Haifa
718,Jerusalem
719,Eilat
720,Tel Aviv
721,Haifa
722,Jerusalem
723,Jerusalem
724,Kibuts Gesher
725,Haifa
726,Tel Aviv
727,Tel Aviv
728,Kibuts Gesher
729,Haifa
730,Eilat
731,Eilat
732,Tel Aviv
733,Tel Aviv
734,Jerusalem
735,Tel Aviv
736,Haifa
737,Haifa
738,Jerusalem
739,Jerusalem
740,Jerusalem
741,Haifa
742,Tel Aviv
743,Kibuts Gesher
744,Jerusalem
745,Haifa
746,Haifa
747,Tel Aviv
748,Jerusalem
749,Jerusalem
750,Jerusalem
751,Jerusalem
752,Haifa
753,Tel Aviv
754,Tel Aviv
755,Jerusalem
756,Jerusalem
757,Tel Aviv
758,Tel Aviv
759,Jerusalem
760,Haifa
761,Jerusalem
762,Haifa
763,Eilat
764,Jerusalem
765,Haifa
766,Jerusalem
767,Haifa
768,Jerusalem
769,Haifa
770,Eilat
771,Jerusalem
772,Jerusalem
773,Haifa
774,Eilat
775,Jerusalem
776,Tel Aviv
777,Tel Aviv
778,Tel Aviv
779,Haifa
780,Tel Aviv
781,Haifa
782,Jerusalem
783,Jerusalem
784,Haifa
785,Haifa
786,Haifa
787,Haifa
788,Eilat
789,Haifa
790,Tel Aviv
791,Eilat
792,Eilat
793,Haifa
794,Eilat
795,Jerusalem
796,Jerusalem
797,Jerusalem
798,Kibuts Gesher
799,Haifa
800,Tel Aviv
801,Tel Aviv
802,Eilat
803,Eilat
804,Kibuts Gesher
805,Tel Aviv
806,Tel Aviv
807,Eilat
808,Tel Aviv
809,Haifa
810,Jerusalem
811,Tel Aviv
812,Tel Aviv
813,Jerusalem
814,Jerusalem
815,Eilat
816,Jerusalem
817,Haifa
818,Haifa
819,Kibuts Gesher
820,Haifa
821,Eilat
822,Jerusalem
823,Tel Aviv
824,Haifa
825,Jerusalem
826,Eilat
827,Haifa
828,Eilat
829,Haifa
830,Tel Aviv
831,Kibuts Gesher
832,Tel Aviv
833,Eilat
834,Jerusalem
835,Jerusalem
836,Jerusalem
837,Jerusalem
838,Tel Aviv
839,Tel Aviv
840,Haifa
841,Jerusalem
842,Jerusalem
843,Jerusalem
844,Tel Aviv
845,Jerusalem
846,Jerusalem
847,Haifa
848,Jerusalem
849,Tel Aviv
850,Jerusalem
851,Haifa
852,Jerusalem
853,Kibuts Gesher
854,Haifa
855,Tel Aviv
856,Tel Aviv
857,Haifa
858,Haifa
859,Jerusalem
860,Tel Aviv
861,Tel Aviv
862,Jerusalem
863,Jerusalem
864,Jerusalem
865,Jerusalem
866,Haifa
867,Jerusalem
868,Jerusalem
869,Jerusalem
870,Jerusalem
871,Haifa
872,Tel Aviv
873,Jerusalem
874,Haifa
875,Haifa
876,Jerusalem
877,Jerusalem
878,Jerusalem
879,Haifa
880,Tel Aviv
881,Eilat
882,Haifa
883,Haifa
884,Tel Aviv
885,Jerusalem
886,Jerusalem
887,Kibuts Gesher
888,Haifa
889,Haifa
890,Haifa
891,Eilat
892,Tel Aviv
893,Jerusalem
894,Tel Aviv
895,Haifa
896,Haifa
897,Jerusalem
898,Tel Aviv
899,Kibuts Gesher
900,Tel Aviv
901,Haifa
902,Haifa
903,Haifa
904,Haifa
905,Tel Aviv
906,Haifa
907,Eilat
908,Tel Aviv
909,Eilat
910,Jerusalem
911,Haifa
912,Jerusalem
913,Eilat
914,Eilat
915,Jerusalem
916,Jerusalem
917,Tel Aviv
918,Tel Aviv
919,Tel Aviv
920,Eilat
921,Haifa
922,Eilat
923,Tel Aviv
924,Tel Aviv
925,Haifa
926,Haifa
927,Haifa
928,Haifa
929,Haifa
930,Tel Aviv
931,Jerusalem
932,Jerusalem
933,Haifa
934,Jerusalem
935,Jerusalem
936,Tel Aviv
937,Haifa
938,Tel Aviv
939,Eilat
940,Haifa
941,Tel Aviv
942,Jerusalem
943,Tel Aviv
944,Haifa
945,Jerusalem
946,Tel Aviv
947,Kibuts Gesher
948,Haifa
949,Jerusalem
950,Jerusalem
951,Eilat
952,Tel Aviv
953,Eilat
954,Jerusalem
955,Haifa
956,Haifa
957,Jerusalem
958,Haifa
959,Tel Aviv
960,Haifa
961,Jerusalem
962,Jerusalem
963,Jerusalem
964,Haifa
965,Kibuts Gesher
966,Jerusalem
967,Haifa
968,Eilat
969,Eilat
970,Eilat
971,Haifa
972,Jerusalem
973,Jerusalem
974,Haifa
975,Kibuts Gesher
976,Eilat
977,Haifa
978,Haifa
979,Kibuts Gesher
980,Eilat
981,Haifa
982,Eilat
983,Haifa
984,Tel Aviv
985,Jerusalem
986,Haifa
987,Eilat
988,Jerusalem
989,Jerusalem
990,Jerusalem
991,Haifa
992,Jerusalem
993,Eilat
994,Jerusalem
995,Jerusalem
996,Kibuts Gesher
997,Haifa
998,Kibuts Gesher
999,Jerusalem
1000,Jerusalem
1001,Jerusalem
1002,Jerusalem
1003,Haifa
1004,Eilat
1005,Jerusalem
1006,Jerusalem
1007,Jerusalem
1008,Eilat
1009,Jerusalem
1010,Eilat
1011,Haifa
1012,Eilat
1013,Jerusalem
1014,Tel Aviv
1015,Tel Aviv
1016,Haifa
1017,Jerusalem
1018,Eilat
1019,Haifa
1020,Jerusalem
1021,Eilat
1022,Jerusalem
1023,Jerusalem
1024,Haifa
1025,Haifa
1026,Haifa
1027,Haifa
1028,Jerusalem
1029,Haifa
1030,Jerusalem
1031,Eilat
1032,Tel Aviv
1033,Eilat
1034,Haifa
1035,Jerusalem
1036,Eilat
1037,Haifa
1038,Jerusalem
1039,Kibuts Gesher
1040,Eilat
1041,Jerusalem
1042,Tel Aviv
1043,Tel Aviv
1044,Jerusalem
1045,Haifa
1046,Haifa
1047,Jerusalem
1048,Haifa
1049,Haifa
1050,Jerusalem
1051,Tel Aviv
1052,Jerusalem
1053,Tel Aviv
1054,Haifa
1055,Eilat
1056,Eilat
1057,Eilat
1058,Haifa
1059,Haifa
1060,Jerusalem
1061,Haifa
1062,Tel Aviv
1063,Haifa
1064,Eilat
1065,Jerusalem
1066,Haifa
1067,Haifa
1068,Tel Aviv
1069,Tel Aviv
1070,Tel Aviv
1071,Haifa
1072,Haifa
1073,Haifa
1074,Eilat
1075,Jerusalem
1076,Eilat
1077,Jerusalem
1078,Tel Aviv
1079,Kibuts Gesher
1080,Haifa
1081,Jerusalem
1082,Tel Aviv
1083,Jerusalem
1084,Jerusalem
1085,Eilat
1086,Tel Aviv
1087,Tel Aviv
1088,Tel Aviv
1089,Tel Aviv
1090,Haifa
1091,Haifa
1092,Jerusalem
1093,Haifa
1094,Eilat
1095,Haifa
1096,Haifa
1097,Tel Aviv
1098,Eilat
1099,Kibuts Gesher
1100,Jerusalem
1101,Tel Aviv
1102,Jerusalem
1103,Tel Aviv
1104,Eilat
1105,Jerusalem
1106,Jerusalem
1107,Tel Aviv
1108,Jerusalem
1109,Tel Aviv
1110,Kibuts Gesher
1111,Tel Aviv
1112,Haifa
1113,Kibuts Gesher
1114,Haifa
1115,Eilat
1116,Jerusalem
1117,Tel Aviv
1118,Haifa
1119,Eilat
1120,Tel Aviv
1121,Haifa
1122,Haifa
1123,Tel Aviv
1124,Tel Aviv
1125,Jerusalem
1126,Jerusalem
1127,Jerusalem
1128,Haifa
1129,Jerusalem
1130,Tel Aviv
1131,Eilat
1132,Eilat
1133,Haifa
1134,Jerusalem
1135,Jerusalem
1136,Jerusalem
1137,Eilat
1138,Jerusalem
1139,Jerusalem
1140,Haifa
1141,Jerusalem
1142,Tel Aviv
1143,Jerusalem
1144,Haifa
1145,Haifa
1146,Jerusalem
1147,Jerusalem
1148,Eilat
1149,Haifa
1150,Jerusalem
1151,Jerusalem
1152,Jerusalem
1153,Jerusalem
1154,Jerusalem
1155,Jerusalem
1156,Jerusalem
1157,Jerusalem
1158,Tel Aviv
1159,Tel Aviv
1160,Haifa
1161,Tel Aviv
1162,Jerusalem
1163,Jerusalem
1164,Tel Aviv
1165,Tel Aviv
1166,Eilat
1167,Eilat
1168,Eilat
1169,Haifa
1170,Haifa
1171,Jerusalem
1172,Haifa
1173,Haifa
1174,Kibuts Gesher
1175,Jerusalem
1176,Jerusalem
1177,Haifa
1178,Jerusalem
1179,Eilat
1180,Jerusalem
1181,Tel Aviv
1182,Jerusalem
1183,Kibuts Gesher
1184,Jerusalem
1185,Tel Aviv
1186,Jerusalem
1187,Haifa
1188,Jerusalem
1189,Tel Aviv
1190,Jerusalem
1191,Haifa
1192,Tel Aviv
1193,Tel Aviv
1194,Jerusalem
1195,Jerusalem
1196,Haifa
1197,Tel Aviv
1198,Tel Aviv
1199,Jerusalem
1200,Haifa
1201,Jerusalem
1202,Tel Aviv
1203,Eilat
1204,Jerusalem
1205,Jerusalem
1206,Haifa
1207,Kibuts Gesher
1208,Kibuts Gesher
1209,Haifa
1210,Tel Aviv
1211,Tel Aviv
1212,Jerusalem
1213,Haifa
1214,Jerusalem
1215,Kibuts Gesher
1216,Jerusalem
1217,Kibuts Gesher
1218,Jerusalem
1219,Jerusalem
1220,Tel Aviv
1221,Haifa
1222,Haifa
1223,Eilat
1224,Haifa
1225,Kibuts Gesher
1226,Eilat
1227,Haifa
1228,Kibuts Gesher
1229,Tel Aviv
1230,Tel Aviv
1231,Jerusalem
1232,Haifa
1233,Tel Aviv
1234,Eilat
1235,Haifa
1236,Jerusalem
1237,Eilat
1238,Tel Aviv
1239,Jerusalem
1240,Tel Aviv
1241,Haifa
1242,Haifa
1243,Eilat
1244,Haifa
1245,Jerusalem
1246,Haifa
1247,Jerusalem
1248,Jerusalem
1249,Jerusalem
1250,Kibuts Gesher
1251,Tel Aviv
1252,Eilat
1253,Kibuts Gesher
1254,Kibuts Gesher
1255,Jerusalem
1256,Jerusalem
1257,Eilat
1258,Haifa
1259,Jerusalem
1260,Tel Aviv
1261,Haifa
1262,Jerusalem
1263,Jerusalem
1264,Eilat
1265,Haifa
1266,Tel Aviv
1267,Eilat
1268,Jerusalem
1269,Haifa
1270,Kibuts Gesher
1271,Jerusalem
1272,Eilat
1273,Tel Aviv
1274,Eilat
1275,Tel Aviv
1276,Jerusalem
1277,Tel Aviv
1278,Tel Aviv
1279,Tel Aviv
1280,Tel Aviv
1281,Haifa
1282,Jerusalem
1283,Haifa
1284,Jerusalem
1285,Eilat
1286,Tel Aviv
1287,Jerusalem
1288,Haifa
1289,Jerusalem
1290,Tel Aviv
1291,Eilat
1292,Haifa
1293,Haifa
1294,Jerusalem
1295,Kibuts Gesher
1296,Eilat
1297,Haifa
1298,Tel Aviv
1299,Haifa
1300,Tel Aviv
1301,Eilat
1302,Tel Aviv
1303,Tel Aviv
1304,Haifa
1305,Haifa
1306,Eilat
1307,Kibuts Gesher
1308,Haifa
1309,Tel Aviv
1310,Eilat
1311,Haifa
1312,Kibuts Gesher
1313,Jerusalem
1314,Jerusalem
1315,Tel Aviv
1316,Eilat
1317,Haifa
1318,Haifa
1319,Tel Aviv
1320,Tel Aviv
1321,Haifa
1322,Eilat
1323,Eilat
1324,Jerusalem
1325,Tel Aviv
1326,Tel Aviv
1327,Tel Aviv
1328,Tel Aviv
1329,Jerusalem
1330,Jerusalem
1331,Tel Aviv
1332,Haifa
1333,Eilat
1334,Haifa
1335,Eilat
1336,Tel Aviv
1337,Tel Aviv
1338,Tel Aviv
1339,Tel Aviv
1340,Kibuts Gesher
1341,Tel Aviv
1342,Eilat
1343,Haifa
1344,Haifa
1345,Tel Aviv
1346,Tel Aviv
1347,Tel Aviv
1348,Jerusalem
1349,Haifa
1350,Jerusalem
1351,Tel Aviv
1352,Haifa
1353,Haifa
1354,Jerusalem
1355,Eilat
1356,Tel Aviv
1357,Jerusalem
1358,Tel Aviv
1359,Jerusalem
1360,Haifa
1361,Kibuts Gesher
1362,Tel Aviv
1363,Eilat
1364,Jerusalem
1365,Tel Aviv
1366,Jerusalem
1367,Jerusalem
1368,Kibuts Gesher
1369,Eilat
1370,Jerusalem
1371,Tel Aviv
1372,Eilat
1373,Haifa
1374,Haifa
1375,Haifa
1376,Jerusalem
1377,Tel Aviv
1378,Jerusalem
1379,Kibuts Gesher
1380,Jerusalem
1381,Haifa
1382,Jerusalem
1383,Eilat
1384,Haifa
1385,Haifa
1386,Haifa
1387,Kibuts Gesher
1388,Kibuts Gesher
1389,Jerusalem
1390,Haifa
1391,Jerusalem
1392,Haifa
1393,Jerusalem
1394,Haifa
1395,Tel Aviv
1396,Tel Aviv
1397,Eilat
1398,Haifa
1399,Tel Aviv
1400,Tel Aviv
1401,Eilat
1402,Jerusalem
1403,Tel Aviv
1404,Jerusalem
1405,Eilat
1406,Tel Aviv
1407,Haifa
1408,Tel Aviv
1409,Jerusalem
1410,Haifa
1411,Kibuts Gesher
1412,Jerusalem
1413,Jerusalem
1414,Haifa
1415,Eilat
1416,Jerusalem
1417,Tel Aviv
1418,Tel Aviv
1419,Jerusalem
1420,Jerusalem
1421,Tel Aviv
1422,Eilat
1423,Jerusalem
1424,Haifa
1425,Haifa
1426,Tel Aviv
1427,Eilat
1428,Eilat
1429,Jerusalem
1430,Tel Aviv
1431,Jerusalem
1432,Tel Aviv
1433,Tel Aviv
1434,Tel Aviv
1435,Kibuts Gesher
1436,Tel Aviv
1437,Haifa
1438,Jerusalem
1439,Tel Aviv
1440,Eilat
1441,Tel Aviv
1442,Haifa
1443,Jerusalem
1444,Haifa
1445,Eilat
1446,Haifa
1447,Tel Aviv
1448,Tel Aviv
1449,Eilat
1450,Kibuts Gesher
1451,Kibuts Gesher
1452,Haifa
1453,Eilat
1454,Tel Aviv
1455,Eilat
1456,Haifa
1457,Jerusalem
1458,Jerusalem
1459,Kibuts Gesher
1460,Kibuts Gesher
1461,Tel Aviv
1462,Tel Aviv
1463,Eilat
1464,Jerusalem
1465,Jerusalem
1466,Jerusalem
1467,Tel Aviv
1468,Haifa
1469,Jerusalem
1470,Haifa
1471,Jerusalem
1472,Tel Aviv
1473,Tel Aviv
1474,Jerusalem
1475,Eilat
1476,Tel Aviv
1477,Jerusalem
1478,Eilat
1479,Haifa
1480,Tel Aviv
1481,Tel Aviv
1482,Haifa
1483,Tel Aviv
1484,Kibuts Gesher
1485,Jerusalem
1486,Jerusalem
1487,Haifa
1488,Haifa
1489,Tel Aviv
1490,Haifa
1491,Jerusalem
1492,Jerusalem
1493,Jerusalem
1494,Eilat
1495,Jerusalem
1496,Tel Aviv
1497,Haifa
1498,Haifa
1499,Jerusalem
1500,Kibuts Gesher
1501,Tel Aviv
1502,Eilat
1503,Haifa
1504,Jerusalem
1505,Jerusalem
1506,Tel Aviv
1507,Tel Aviv
1508,Jerusalem
1509,Haifa
1510,Tel Aviv
1511,Haifa
1512,Kibuts Gesher
1513,Jerusalem
1514,Jerusalem
1515,Haifa
1516,Jerusalem
1517,Eilat
1518,Tel Aviv
1519,Tel Aviv
1520,Tel Aviv
1521,Eilat
1522,Tel Aviv
1523,Jerusalem
1524,Jerusalem
1525,Haifa
1526,Tel Aviv
1527,Jerusalem
1528,Haifa
1529,Tel Aviv
1530,Jerusalem
1531,Haifa
1532,Tel Aviv
1533,Eilat
1534,Tel Aviv
1535,Jerusalem
1536,Eilat
1537,Tel Aviv
1538,Jerusalem
1539,Haifa
1540,Jerusalem
1541,Tel Aviv
1542,Eilat
1543,Jerusalem
1544,Eilat
1545,Eilat
1546,Haifa
1547,Kibuts Gesher
1548,Eilat
1549,Jerusalem
1550,Haifa
1551,Haifa
